kepid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_model_snr
5024450,K01544.01,FALSE POSITIVE,1.525924389,3.86e-07,-3.86e-07,3.15998,0.00992,-0.00992,24627.0,70.4,-70.4,49.86,17.22,-6.91,1.06,0.366,-0.147,423.9
5282049,K01545.01,FALSE POSITIVE,5.910371418,7.05e-07,-7.05e-07,3.88962,0.00306,-0.00306,17219.0,19.3,-19.3,12.62,3.84,-1.28,0.958,0.291,-0.097,990.3
5475431,K01546.01,CANDIDATE,0.917568975,5.1e-07,-5.1e-07,2.0654,0.0716,-0.0716,15805.0,161.0,-161.0,11.92,2.89,-0.96,0.893,0.217,-0.072,128.1
10027323,K01596.01,CONFIRMED,5.92365747,1.633e-05,-1.633e-05,2.6302,0.0722,-0.0722,406.5,17.3,-17.3,0.99,0.07,-0.09,0.496,0.036,-0.044,26.4
10027323,K01596.02,CONFIRMED,105.3582299,0.000525,-0.000525,3.81,0.137,-0.137,1210.2,56.1,-56.1,1.87,0.13,-0.17,0.496,0.036,-0.044,22.6
12019440,K00186.01,CONFIRMED,3.24325988,2.09e-07,-2.09e-07,3.03318,0.00154,-0.00154,16451.0,11.8,-11.8,12.91,2.11,-0.91,1.013,0.166,-0.071,1586.2
5039228,K01597.01,CANDIDATE,7.79668781,2.065e-05,-2.065e-05,4.6699,0.0639,-0.0639,361.3,8.7,-8.7,2.44,0.49,-0.13,1.276,0.255,-0.068,48.5
10004738,K01598.01,CONFIRMED,56.4758069,0.0001281,-0.0001281,5.961,0.169,-0.169,1091.8,16.7,-16.7,3.22,0.25,-0.14,0.839,0.065,-0.035,70.0
10004738,K01598.02,CONFIRMED,92.8747294,0.0004961,-0.0004961,7.474,0.217,-0.217,658.8,18.2,-18.2,2.64,0.21,-0.11,0.839,0.065,-0.035,37.9
7304449,K01702.01,CONFIRMED,1.538180949,1.615e-06,-1.615e-06,1.2635,0.0538,-0.0538,841.0,22.4,-22.4,1.0,0.23,-0.18,0.274,0.062,-0.05,47.7
7386827,K01704.01,CONFIRMED,10.4188915,2.388e-05,-2.388e-05,3.0069,0.0485,-0.0485,670.0,18.5,-18.5,3.17,0.93,-0.57,1.064,0.311,-0.191,42.1
7522911,K01705.01,CONFIRMED,20.4998763,0.0001716,-0.0001716,6.501,0.142,-0.142,437.8,22.8,-22.8,2.8,0.92,-0.31,1.076,0.353,-0.118,21.1
7626370,K01706.01,CONFIRMED,1.921437488,2.196e-06,-2.196e-06,1.9046,0.0285,-0.0285,278.7,5.8,-5.8,1.77,0.41,-0.24,0.851,0.197,-0.112,56.7
7703955,K01707.01,CONFIRMED,96.109323,0.002032,-0.002032,9.877,0.784,-0.784,982.3,48.3,-48.3,4.01,0.54,-0.54,1.005,0.136,-0.136,28.7
7512982,K01480.01,CONFIRMED,20.38174802,5.239e-05,-5.239e-05,3.7922,0.0692,-0.0692,1597.1,36.7,-36.7,3.16,0.11,-0.22,0.808,0.028,-0.055,46.8
7512982,K01480.02,CANDIDATE,7.00447892,6.256e-05,-6.256e-05,2.669,0.194,-0.194,231.4,26.4,-26.4,1.19,0.04,-0.08,0.808,0.028,-0.055,9.9
9597806,K01481.01,CONFIRMED,5.101375725,8.821e-06,-8.821e-06,2.595,0.0378,-0.0378,894.6,18.9,-18.9,2.84,0.88,-0.3,0.954,0.297,-0.099,55.1
7812167,K01482.01,FALSE POSITIVE,17.7940049,0.0001017,-0.0001017,4.091,0.183,-0.183,879.4,37.3,-37.3,312.48,101.5,-36.22,1.044,0.339,-0.121,27.7
11760959,K01484.01,FALSE POSITIVE,3.47021401,2.206e-05,-2.206e-05,2.289,0.155,-0.155,1105.2,85.9,-85.9,2.4,0.21,-0.23,0.744,0.065,-0.072,8.3
5283458,K01547.01,CANDIDATE,30.69395532,1.556e-05,-1.556e-05,2.9512,0.0166,-0.0166,18121.0,109.0,-109.0,13.72,4.37,-1.45,1.018,0.324,-0.108,196.6
9940565,K01548.01,FALSE POSITIVE,2.139325409,1.134e-06,-1.134e-06,2.8056,0.0227,-0.0227,6897.8,50.8,-50.8,11.61,1.15,-0.94,0.666,0.066,-0.054,164.4
8053552,K01549.01,CANDIDATE,29.481061268,9.6e-06,-9.6e-06,3.6636,0.0234,-0.0234,11871.0,48.3,-48.3,16.61,4.49,-3.01,0.901,0.244,-0.163,332.0
9663113,K00179.02,CONFIRMED,572.376632,0.006215,-0.006215,24.42,0.559,-0.559,1743.4,22.3,-22.3,5.8,1.04,-0.77,1.299,0.231,-0.173,78.6
8111381,K01550.01,FALSE POSITIVE,2.233799622,9.59e-07,-9.59e-07,3.04,0.0173,-0.0173,2658.5,13.9,-13.9,28.63,7.92,-2.64,0.846,0.234,-0.078,228.9
5444549,K01551.01,FALSE POSITIVE,31.13862664,3.111e-05,-3.111e-05,5.2482,0.0492,-0.0492,11427.0,121.0,-121.0,12.88,3.72,-1.24,1.0,0.289,-0.096,163.7
10004738,K01598.03,CONFIRMED,13.93068791,7.526e-05,-7.526e-05,2.312,0.117,-0.117,186.5,13.8,-13.8,1.4,0.11,-0.06,0.839,0.065,-0.035,14.9
5474613,K01599.01,CONFIRMED,20.4074846,0.0003129,-0.0003129,8.839,0.492,-0.492,363.4,18.0,-18.0,2.9,0.87,-0.31,0.972,0.291,-0.104,24.5
4860932,K01600.01,FALSE POSITIVE,12.36564669,5.915e-05,-5.915e-05,3.644,0.215,-0.215,388.4,21.1,-21.1,24.89,7.6,-2.54,0.952,0.291,-0.097,22.8
5438757,K01601.01,CONFIRMED,10.35078415,4.721e-05,-4.721e-05,6.253,0.119,-0.119,273.1,8.5,-8.5,1.97,0.31,-0.27,1.08,0.165,-0.15,36.5
5438757,K01601.02,CONFIRMED,62.9224936,0.0007859,-0.0007859,11.64,0.317,-0.317,417.8,16.2,-16.2,2.75,0.42,-0.38,1.08,0.165,-0.15,28.7
7750419,K01708.01,CANDIDATE,32.7737631,0.0001788,-0.0001788,3.416,0.241,-0.241,564.5,28.8,-28.8,5.0,0.78,-1.17,1.534,0.24,-0.36,21.7
5972334,K00191.04,CONFIRMED,38.6520796,0.0002564,-0.0002564,5.607,0.179,-0.179,566.5,24.4,-24.4,2.07,0.21,-0.16,0.887,0.09,-0.067,24.8
7815744,K01710.01,CONFIRMED,14.20442616,6.285e-05,-6.285e-05,3.898,0.104,-0.104,800.6,33.3,-33.3,1.9,0.3,-0.12,0.678,0.105,-0.045,26.7
7955580,K01711.01,CONFIRMED,55.673582,0.0002722,-0.0002722,3.778,0.118,-0.118,765.1,37.9,-37.9,2.19,0.1,-0.13,0.808,0.037,-0.046,22.7
8230616,K01713.01,CONFIRMED,6.82778157,1.744e-05,-1.744e-05,2.3726,0.0632,-0.0632,545.8,18.5,-18.5,1.34,0.08,-0.06,0.574,0.032,-0.028,32.2
9692345,K01485.01,FALSE POSITIVE,0.687895191,1.21e-06,-1.21e-06,2.4233,0.0542,-0.0542,462.5,9.3,-9.3,1.35,0.1,-0.11,0.651,0.046,-0.056,60.9
7898352,K01486.01,CONFIRMED,127.2824442,0.0001696,-0.0001696,7.1545,0.0744,-0.0744,8088.6,62.6,-62.6,12.04,1.87,-2.06,1.183,0.184,-0.202,148.1
11402995,K00173.01,CONFIRMED,10.06083238,1.495e-05,-1.495e-05,4.5718,0.0508,-0.0508,460.2,6.1,-6.1,2.58,0.41,-0.4,1.14,0.177,-0.177,86.4
7898352,K01486.02,CONFIRMED,30.1837021,0.0001154,-0.0001154,5.879,0.103,-0.103,974.9,28.9,-28.9,3.65,0.57,-0.62,1.183,0.184,-0.202,37.9
12062667,K01487.01,FALSE POSITIVE,2.92928244,1.547e-05,-1.547e-05,6.794,0.211,-0.211,268.6,8.0,-8.0,38.42,6.95,-12.9,2.251,0.407,-0.756,39.2
7984047,K01552.01,CANDIDATE,77.63424586,6.004e-05,-6.004e-05,4.1002,0.0259,-0.0259,16612.0,102.0,-102.0,9.4,0.67,-0.92,0.755,0.054,-0.074,185.5
7951018,K01553.01,CONFIRMED,52.75878505,3.347e-05,-3.347e-05,6.6517,0.0404,-0.0404,5805.8,26.6,-26.6,8.76,2.91,-0.97,1.137,0.378,-0.126,265.4
9899355,K01554.01,FALSE POSITIVE,1.332564478,2.293e-06,-2.293e-06,6.0325,0.076,-0.076,1071.5,11.1,-11.1,27.04,7.89,-2.61,0.878,0.256,-0.085,119.6
12644774,K01555.01,FALSE POSITIVE,41.0772969,0.0001985,-0.0001985,5.525,0.114,-0.114,1216.8,44.4,-44.4,3.25,0.91,-0.68,0.938,0.263,-0.197,28.8
9902856,K01556.01,FALSE POSITIVE,135.9121619,0.0002195,-0.0002195,5.628,0.0643,-0.0643,10188.0,118.0,-118.0,40.18,12.28,-4.35,0.959,0.293,-0.104,99.5
7747425,K01952.04,CONFIRMED,42.4729078,0.000369,-0.000369,7.253,0.214,-0.214,334.0,15.5,-15.5,2.03,0.29,-0.29,1.111,0.16,-0.16,22.8
9892816,K01955.01,CONFIRMED,15.17026921,4.077e-05,-4.077e-05,4.3311,0.0567,-0.0567,224.8,5.2,-5.2,2.47,0.41,-0.34,1.369,0.228,-0.187,45.4
9892816,K01955.02,CONFIRMED,39.4576228,0.0002744,-0.0002744,9.557,0.387,-0.387,244.8,6.9,-6.9,2.8,0.46,-0.38,1.369,0.228,-0.187,41.6
9836149,K01958.01,CONFIRMED,17.8159689,9.02e-05,-9.02e-05,3.6765,0.0972,-0.0972,776.8,39.4,-39.4,3.12,0.46,-0.21,0.933,0.136,-0.063,22.5
4813563,K01959.01,CONFIRMED,36.5157639,0.0001073,-0.0001073,3.6577,0.089,-0.089,861.3,27.6,-27.6,2.55,0.1,-0.14,0.781,0.03,-0.045,34.7
2985767,K02032.01,CONFIRMED,14.07969236,3.103e-05,-3.103e-05,1.375,0.0636,-0.0636,169.5,7.8,-7.8,2.08,0.36,-0.55,1.547,0.27,-0.406,26.2
2304320,K02033.01,CONFIRMED,16.54081386,4.043e-05,-4.043e-05,2.5996,0.064,-0.064,370.0,12.8,-12.8,1.57,0.1,-0.08,0.769,0.049,-0.038,32.8
3657758,K02034.01,CONFIRMED,3.609313059,7.605e-06,-7.605e-06,1.7752,0.054,-0.054,1375.1,45.1,-45.1,3.26,0.92,-0.31,0.868,0.246,-0.082,35.0
9790806,K02035.01,CONFIRMED,1.93155546,1.502e-05,-1.502e-05,1.614,0.217,-0.217,504.9,72.5,-72.5,2.25,0.26,-0.09,0.858,0.101,-0.034,8.6
6382217,K02036.01,CONFIRMED,8.41100305,2.326e-05,-2.326e-05,2.4553,0.0621,-0.0621,755.6,30.7,-30.7,1.8,0.09,-0.13,0.539,0.03,-0.038,27.6
5375194,K01825.01,CONFIRMED,13.52252364,7.447e-05,-7.447e-05,3.987,0.141,-0.141,690.6,36.0,-36.0,2.11,0.2,-0.1,0.816,0.078,-0.039,22.4
6468138,K01826.01,CONFIRMED,134.2520474,0.0005467,-0.0005467,9.0636,0.0904,-0.0904,832.1,16.6,-16.6,3.43,0.54,-0.53,1.2,0.186,-0.186,57.2
10019708,K00199.01,CONFIRMED,3.268695042,2.62e-07,-2.62e-07,3.45188,0.00218,-0.00218,10091.0,7.9,-7.9,16.91,2.61,-3.92,1.691,0.261,-0.392,1429.9
11875734,K01828.01,CONFIRMED,99.7468804,0.0003938,-0.0003938,6.804,0.16,-0.16,1287.0,31.3,-31.3,3.94,1.4,-0.75,0.974,0.346,-0.186,45.6
7697568,K01829.01,FALSE POSITIVE,22.84156293,4.131e-05,-4.131e-05,2.5997,0.0692,-0.0692,2940.7,72.5,-72.5,30.0,5.56,-2.98,0.826,0.153,-0.082,47.6
7046804,K00205.01,CONFIRMED,11.720123999,1.574e-06,-1.574e-06,3.0039,0.0165,-0.0165,9763.3,17.0,-17.0,7.94,1.06,-0.71,0.77,0.103,-0.069,707.3
7449136,K01890.01,CONFIRMED,4.33643506,1.148e-05,-1.148e-05,4.1445,0.0568,-0.0568,108.5,2.6,-2.6,1.75,0.07,-0.09,1.603,0.057,-0.082,48.0
8680979,K01891.01,CONFIRMED,15.95541913,5.098e-05,-5.098e-05,3.9851,0.0788,-0.0788,762.6,20.9,-20.9,2.18,0.07,-0.15,0.805,0.028,-0.056,39.0
8680979,K01891.02,CONFIRMED,8.25980352,4.686e-05,-4.686e-05,2.928,0.13,-0.13,298.4,18.0,-18.0,1.35,0.04,-0.1,0.805,0.028,-0.056,18.3
9030537,K01892.01,CONFIRMED,62.5613879,0.0003187,-0.0003187,5.907,0.11,-0.11,1372.6,43.2,-43.2,3.54,0.93,-0.31,0.84,0.22,-0.073,35.0
6949061,K01960.01,CONFIRMED,8.96847034,3.092e-05,-3.092e-05,4.4073,0.082,-0.082,234.3,6.8,-6.8,2.17,0.35,-0.39,1.374,0.221,-0.246,38.2
7269493,K01961.01,CONFIRMED,1.907810683,3.168e-06,-3.168e-06,1.8707,0.0447,-0.0447,120.5,3.5,-3.5,0.91,0.09,-0.04,0.824,0.086,-0.033,40.9
5513648,K01962.01,CANDIDATE,32.85862571,9.207e-05,-9.207e-05,3.1483,0.0838,-0.0838,162.8,5.1,-5.1,2.31,0.15,-0.1,1.414,0.086,-0.065,36.4
9164836,K00213.01,FALSE POSITIVE,48.118812545,3.441e-06,-3.441e-06,5.27958,0.00291,-0.00291,69851.0,37.4,-37.4,45.18,13.93,-4.67,0.872,0.269,-0.09,2145.1
7887791,K01964.01,CANDIDATE,2.229326354,6.272e-06,-6.272e-06,1.9946,0.0708,-0.0708,49.1,2.3,-2.3,0.6,0.08,-0.03,0.865,0.109,-0.05,24.6
11657891,K01965.01,CONFIRMED,2.514628496,4.428e-06,-4.428e-06,1.6239,0.0517,-0.0517,228.4,8.2,-8.2,1.27,0.31,-0.11,0.84,0.207,-0.069,33.3
6305192,K00219.01,CONFIRMED,8.025118521,3.166e-06,-3.166e-06,5.3694,0.0396,-0.0396,3120.4,10.6,-10.6,7.79,1.37,-1.37,1.369,0.241,-0.241,373.0
6382217,K02036.02,CONFIRMED,5.79529495,3.623e-05,-3.623e-05,2.272,0.147,-0.147,334.3,26.0,-26.0,1.05,0.06,-0.07,0.539,0.03,-0.038,14.8
9634821,K02037.01,CONFIRMED,73.7578875,0.0004304,-0.0004304,2.69,0.115,-0.115,1836.9,98.8,-98.8,4.28,2.21,-0.66,0.93,0.481,-0.144,20.2
9634821,K02037.03,CANDIDATE,8.56267266,4.308e-05,-4.308e-05,1.53,0.129,-0.129,608.1,50.6,-50.6,2.26,1.17,-0.35,0.93,0.481,-0.144,15.2
8950568,K02038.01,CONFIRMED,8.30537702,3.937e-05,-3.937e-05,3.751,0.601,-0.601,365.6,26.6,-26.6,1.69,0.18,-0.13,0.873,0.09,-0.068,28.5
3326377,K01830.01,CONFIRMED,13.22714056,2.728e-05,-2.728e-05,3.2861,0.051,-0.051,812.0,17.8,-17.8,2.22,0.15,-0.12,0.8,0.054,-0.043,51.8
11601584,K01831.01,CONFIRMED,51.8098276,0.0002294,-0.0002294,6.343,0.454,-0.454,1025.4,23.2,-23.2,2.6,0.19,-0.16,0.826,0.061,-0.05,56.8
11601584,K01831.02,CONFIRMED,4.38536428,1.366e-05,-1.366e-05,2.5126,0.0777,-0.0777,198.5,8.5,-8.5,1.15,0.09,-0.07,0.826,0.061,-0.05,25.9
11601584,K01831.03,CONFIRMED,34.205785079,,,5.1691,,,183.2,,,1.1,0.09,-0.06,0.826,0.061,-0.05,11.6
11601584,K01831.04,CONFIRMED,13.97945055,3.917e-05,-3.917e-05,1.2325,0.08,-0.08,356.1,25.9,-25.9,1.97,0.15,-0.12,0.826,0.061,-0.05,17.1
8689793,K01893.01,CONFIRMED,3.554856338,6.658e-06,-6.658e-06,2.1004,0.0428,-0.0428,232.9,6.7,-6.7,1.29,0.37,-0.1,0.831,0.24,-0.06,40.8
11673802,K01894.01,CONFIRMED,5.28790754,1.129e-05,-1.129e-05,8.5274,0.0591,-0.0591,343.9,4.3,-4.3,7.1,0.35,-0.96,3.818,0.185,-0.517,90.6
4263293,K01895.01,CONFIRMED,8.45746636,3.053e-05,-3.053e-05,2.2906,0.0941,-0.0941,1320.3,67.4,-67.4,1.87,0.16,-0.16,0.524,0.045,-0.045,21.8
4263293,K01895.02,CONFIRMED,17.28116957,8.997e-05,-8.997e-05,2.829,0.137,-0.137,1562.8,83.3,-83.3,2.04,0.17,-0.18,0.524,0.045,-0.045,20.3
4263293,K01895.03,CONFIRMED,32.1340014,0.0002547,-0.0002547,2.691,0.205,-0.205,1262.0,116.0,-116.0,1.84,0.15,-0.16,0.524,0.045,-0.045,11.8
5695524,K01897.01,CONFIRMED,59.7711433,0.0002146,-0.0002146,4.843,0.107,-0.107,574.5,17.3,-17.3,3.17,1.09,-0.43,1.122,0.384,-0.153,38.5
6205897,K01967.01,CONFIRMED,4.417692516,9.04e-06,-9.04e-06,2.323,0.122,-0.122,279.2,9.0,-9.0,1.57,0.09,-0.06,0.664,0.037,-0.027,35.1
7948784,K01968.01,CONFIRMED,10.08744556,2.418e-05,-2.418e-05,2.9884,0.0713,-0.0713,568.1,16.1,-16.1,3.15,0.9,-0.38,1.095,0.313,-0.134,39.9
9244756,K01969.01,CONFIRMED,16.34355902,7.639e-05,-7.639e-05,5.474,0.122,-0.122,829.4,27.5,-27.5,3.26,0.5,-0.29,1.056,0.161,-0.094,34.0
9650808,K01970.01,CONFIRMED,21.96401646,6.964e-05,-6.964e-05,2.7509,0.0766,-0.0766,693.4,28.3,-28.3,2.57,0.72,-0.31,0.958,0.268,-0.115,26.9
9650808,K01970.02,CONFIRMED,125.602323,0.001114,-0.001114,7.105,0.206,-0.206,925.7,41.1,-41.1,2.89,0.81,-0.35,0.958,0.268,-0.115,23.3
8950568,K02038.02,CONFIRMED,12.51353325,6.151e-05,-6.151e-05,4.301,0.157,-0.157,430.8,16.4,-16.4,1.88,0.19,-0.15,0.873,0.09,-0.068,30.0
8950568,K02038.03,CONFIRMED,17.9134215,0.0002149,-0.0002149,4.364,0.244,-0.244,197.8,18.5,-18.5,1.39,0.15,-0.1,0.873,0.09,-0.068,11.4
8950568,K02038.04,CONFIRMED,25.2149143,0.0003992,-0.0003992,5.76,0.514,-0.514,174.1,23.8,-23.8,1.19,0.13,-0.09,0.873,0.09,-0.068,9.9
8804845,K02039.01,CONFIRMED,5.42586901,1.767e-05,-1.767e-05,2.5342,0.0836,-0.0836,259.0,10.8,-10.8,1.48,0.2,-0.08,0.934,0.127,-0.054,26.1
10480915,K02040.01,CONFIRMED,19.58561177,4.526e-05,-4.526e-05,1.755,0.111,-0.111,532.9,23.7,-23.7,3.09,0.41,-0.34,0.996,0.133,-0.109,27.1
11709244,K01832.01,CONFIRMED,4.544436472,6.76e-06,-6.76e-06,1.8141,0.0444,-0.0444,879.3,24.1,-24.1,3.0,0.34,-0.25,0.937,0.105,-0.078,42.5
11709244,K01832.02,CONFIRMED,12.76220558,5.548e-05,-5.548e-05,2.0688,0.0823,-0.0823,653.8,43.4,-43.4,3.18,0.35,-0.27,0.937,0.105,-0.078,17.4
11709244,K01832.03,CONFIRMED,38.7149617,0.0002511,-0.0002511,3.441,0.164,-0.164,694.8,46.3,-46.3,2.62,0.3,-0.21,0.937,0.105,-0.078,16.2
10019708,K00199.02,FALSE POSITIVE,8.78458274,7.252e-05,-7.252e-05,6.459,0.244,-0.244,210.8,9.2,-9.2,2.6,0.4,-0.6,1.691,0.261,-0.392,25.9
11853878,K01833.01,CONFIRMED,3.69298623,7.316e-06,-7.316e-06,1.7744,0.0543,-0.0543,763.3,25.7,-25.7,1.74,0.15,-0.15,0.572,0.049,-0.049,33.9
5728139,K00206.01,CONFIRMED,5.334082429,1.332e-06,-1.332e-06,6.2226,0.00687,-0.00687,4676.5,8.3,-8.3,13.08,2.45,-3.0,1.905,0.357,-0.437,653.4
7668663,K01898.01,CONFIRMED,6.4980147,1.408e-05,-1.408e-05,2.4384,0.0353,-0.0353,190.9,5.4,-5.4,1.87,0.27,-0.28,1.104,0.164,-0.164,41.2
7047922,K01899.01,CONFIRMED,19.76169247,6.983e-05,-6.983e-05,3.9097,0.0871,-0.0871,392.5,11.8,-11.8,2.81,0.94,-0.62,1.175,0.389,-0.259,35.3
9353314,K01900.01,CONFIRMED,5.18498961,1.159e-05,-1.159e-05,2.1397,0.058,-0.058,430.1,13.7,-13.7,1.15,0.09,-0.12,0.56,0.045,-0.056,36.4
3629967,K01901.01,CONFIRMED,85.6542476,0.0004328,-0.0004328,6.866,0.122,-0.122,476.0,14.9,-14.9,3.56,0.54,-0.82,1.647,0.252,-0.378,36.6
9347009,K01971.01,CONFIRMED,19.32945602,9.041e-05,-9.041e-05,3.794,0.122,-0.122,935.5,40.2,-40.2,2.26,0.27,-0.14,0.763,0.093,-0.046,26.8
11253711,K01972.01,CANDIDATE,17.79108667,4.413e-05,-4.413e-05,2.662,0.0593,-0.0593,414.2,11.3,-11.3,2.88,0.47,-0.64,1.34,0.221,-0.294,39.8
4917596,K01973.01,CONFIRMED,3.290114076,6.233e-06,-6.233e-06,1.5151,0.0536,-0.0536,645.3,25.7,-25.7,1.49,0.12,-0.13,0.594,0.046,-0.051,30.3
4743513,K00024.01,FALSE POSITIVE,2.086075752,1.392e-06,-1.392e-06,2.2647,0.052,-0.052,3657.8,53.8,-53.8,10.3,2.08,-3.14,1.417,0.287,-0.431,102.2
11046458,K00214.01,CONFIRMED,3.311864148,3.55e-07,-3.55e-07,1.4049,0.0139,-0.0139,5976.5,24.2,-24.2,9.06,1.16,-0.33,0.937,0.12,-0.034,448.2
9111849,K02042.01,CANDIDATE,63.0732241,0.0002866,-0.0002866,5.397,0.122,-0.122,671.3,25.5,-25.5,17.8,4.46,-8.91,6.354,1.59,-3.18,30.0
7132798,K00220.01,CONFIRMED,2.422084188,4.83e-07,-4.83e-07,2.5613,0.00828,-0.00828,1871.8,5.2,-5.2,3.55,0.75,-0.32,0.83,0.176,-0.075,423.7
3448130,K02043.01,CONFIRMED,78.5461106,0.000425,-0.000425,8.689,0.131,-0.131,658.7,21.3,-21.3,3.55,0.58,-0.64,1.397,0.228,-0.254,35.6
9656252,K02044.01,CONFIRMED,16.92342126,5.948e-05,-5.948e-05,4.1864,0.0904,-0.0904,1125.3,31.8,-31.8,3.4,0.5,-0.22,0.99,0.147,-0.063,40.8
6026438,K02045.01,CONFIRMED,5.47665801,1.349e-05,-1.349e-05,2.5482,0.0702,-0.0702,648.0,22.8,-22.8,2.01,0.13,-0.18,0.706,0.046,-0.061,32.1
9471268,K01835.01,CONFIRMED,4.580346161,7.038e-06,-7.038e-06,2.097,0.0384,-0.0384,308.3,6.8,-6.8,1.38,0.09,-0.07,0.789,0.052,-0.037,49.8
9471268,K01835.02,CONFIRMED,2.248288213,2.61e-06,-2.61e-06,2.0361,0.0311,-0.0311,263.2,5.0,-5.0,1.25,0.08,-0.06,0.789,0.052,-0.037,59.7
9471268,K01835.03,CONFIRMED,6.76690759,1.438e-05,-1.438e-05,1.7062,0.0533,-0.0533,249.3,9.4,-9.4,1.31,0.09,-0.06,0.789,0.052,-0.037,29.7
10657406,K01837.01,CONFIRMED,34.1732156,0.0001203,-0.0001203,4.7679,0.0814,-0.0814,635.0,17.4,-17.4,2.37,0.22,-0.07,0.834,0.077,-0.026,38.9
5526527,K01838.01,CONFIRMED,16.7364755,0.0001396,-0.0001396,2.151,0.212,-0.212,1147.0,143.0,-143.0,2.73,0.09,-0.15,0.653,0.022,-0.035,9.9
5809954,K01902.01,FALSE POSITIVE,137.8645881,0.0003045,-0.0003045,1.922,0.108,-0.108,2363.0,106.0,-106.0,15.9,1.41,-2.16,0.449,0.04,-0.061,28.2
8766650,K01904.01,CONFIRMED,12.43929428,5.267e-05,-5.267e-05,3.176,0.105,-0.105,254.3,12.1,-12.1,1.3,0.06,-0.09,0.773,0.036,-0.053,24.9
10328393,K01905.01,CONFIRMED,7.62635494,2.202e-05,-2.202e-05,2.4168,0.0744,-0.0744,296.1,10.4,-10.4,1.21,0.08,-0.05,0.721,0.047,-0.029,32.5
11773328,K01906.01,CANDIDATE,8.710442022,7.906e-06,-7.906e-06,0.9425,0.0373,-0.0373,1196.4,42.0,-42.0,3.61,0.76,-0.3,0.809,0.169,-0.068,42.6
7094486,K01907.01,CONFIRMED,11.35010642,2.163e-05,-2.163e-05,2.2792,0.0544,-0.0544,1221.0,36.6,-36.6,1.75,0.09,-0.17,0.514,0.026,-0.051,38.3
7289577,K01974.01,CONFIRMED,109.4450597,0.000434,-0.000434,3.792,0.108,-0.108,1269.6,48.5,-48.5,3.04,0.28,-0.2,0.868,0.08,-0.058,30.1
8543100,K01975.01,CONFIRMED,7.56052209,2.636e-05,-2.636e-05,3.8573,0.0793,-0.0793,659.8,22.2,-22.2,2.4,0.73,-0.24,0.94,0.282,-0.094,34.6
2693736,K01976.01,CONFIRMED,12.12401737,3.197e-05,-3.197e-05,3.3091,0.0679,-0.0679,788.4,22.9,-22.9,2.37,0.11,-0.2,0.87,0.042,-0.072,40.1
9412760,K01977.01,CONFIRMED,9.38740646,2.454e-05,-2.454e-05,1.6165,0.0622,-0.0622,384.6,20.0,-20.0,1.69,0.12,-0.05,0.646,0.046,-0.02,22.3
9412760,K01977.02,CONFIRMED,7.41556471,5.357e-05,-5.357e-05,1.973,0.194,-0.194,150.4,15.6,-15.6,0.79,0.05,-0.03,0.646,0.046,-0.02,11.8
6026438,K02045.02,CONFIRMED,24.2101973,0.0002461,-0.0002461,4.046,0.286,-0.286,458.0,35.2,-35.2,1.5,0.1,-0.13,0.706,0.046,-0.061,14.1
10663396,K02046.01,CONFIRMED,23.8990075,0.0001281,-0.0001281,15.955,0.121,-0.121,293.4,5.5,-5.5,3.26,0.57,-0.86,1.93,0.34,-0.51,61.5
11457726,K02047.01,CONFIRMED,6.22161107,2.049e-05,-2.049e-05,3.4117,0.0783,-0.0783,165.0,6.4,-6.4,1.59,0.27,-0.09,1.097,0.186,-0.062,29.0
8956206,K02048.01,CONFIRMED,6.17998508,1.553e-05,-1.553e-05,2.1094,0.0684,-0.0684,750.5,29.4,-29.4,2.12,0.14,-0.11,0.791,0.051,-0.042,29.0
9649706,K02049.01,CONFIRMED,1.569066598,3.057e-06,-3.057e-06,2.7803,0.0469,-0.0469,147.2,3.5,-3.5,1.68,0.28,-0.34,1.395,0.228,-0.279,48.7
5856571,K01839.01,CONFIRMED,9.59068586,2.495e-05,-2.495e-05,3.452,0.071,-0.071,544.6,15.7,-15.7,3.93,2.28,-2.28,1.673,0.971,-0.971,40.0
7765528,K01840.01,CONFIRMED,7.03932913,1.747e-05,-1.747e-05,3.514,0.226,-0.226,836.7,27.0,-27.0,4.67,0.8,-0.73,1.24,0.213,-0.194,48.6
11760231,K01841.01,CONFIRMED,49.6075771,0.0001,-0.0001,2.9575,0.0599,-0.0599,626.7,16.2,-16.2,2.12,0.18,-0.09,0.774,0.065,-0.033,44.9
7779077,K01842.01,CONFIRMED,16.84183355,6.239e-05,-6.239e-05,2.6194,0.0991,-0.0991,822.1,40.2,-40.2,3.08,0.82,-0.45,1.009,0.269,-0.145,23.6
6046540,K00200.01,CONFIRMED,7.340714946,8.05e-07,-8.05e-07,2.9987,0.0141,-0.0141,8510.5,12.7,-12.7,14.31,0.88,-1.34,1.498,0.093,-0.14,856.3
5706966,K01908.01,CONFIRMED,12.55111099,3.528e-05,-3.528e-05,3.1293,0.0729,-0.0729,494.1,16.4,-16.4,1.34,0.07,-0.06,0.598,0.029,-0.029,33.2
